지역,소분류명,서비스명,시설명,서비스대상,결제방법,예약상태,URL,서비스개시시작일시,서비스개시종료일시,접수시작일시,접수종료일시,이미지경로,전화번호,서비스이용 시작시간,서비스이용 종료시간,Longitude,Latitude
용산구,축구장,2023년 축구장(거북)-이촌한강공원,이촌한강공원>축구장,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221207122446402668,2022-12-07 0:00:00,2023-12-31 0:00:00,2022-12-09 14:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=16703835086674CK1VOPAC5AVGT5V214MBH9AK,장소 및 이용: 02-3780-0551/ 예약: 02-3780-0836,6:00,20:00,126.9696372,37.51791777
용산구,풋살장,2023년 풋살경기장(옥수역하부)-이촌한강공원,이촌한강공원>풋살경기장(옥수역하부),제한없음,무료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221207132303216178,2022-12-09 0:00:00,2023-12-31 0:00:00,2022-12-09 14:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=167038707042188E2HC0ZKSRBZPV36S1HY6OCM,"장소,이용: 02-3780-0551/예약: 02-3780-0836",6:00,20:00,127.0204207,37.54139654
영등포구,축구장,2023년 축구장-양화한강공원,양화한강공원>축구장,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221207122052294749,2022-12-09 0:00:00,2023-12-31 0:00:00,2022-12-09 14:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1670383272785V85BXSQ2E4XHEQ8IGEWJ8RRRD,장소 및 이용: 02-3780-0581/ 예약:02-3780-0871,6:00,20:00,126.893484,37.54396483
영등포구,배구장,2023년 배구장1-양화한강공원,"양화한강공원>배구장(1,2)",제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230220135323112552,2023-01-01 0:00:00,2023-12-31 0:00:00,2023-02-20 16:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=16768688389688O0P1NU2V3FZHEGXLA2Z0RHRB,02-3780-0836,6:00,19:50,126.8945995,37.54333513
영등포구,배구장,2023년 배구장2-양화한강공원,"양화한강공원>배구장(1,2)",제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230220161607524586,2023-01-01 0:00:00,2023-12-31 0:00:00,2023-02-20 16:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=16768774201284MK6ZKAUPA7CP1AJZQOE0USJJ,"장소,이용: 02-3780-0581/예약: 02-3780-0836",6:00,19:50,126.8945995,37.54333513
영등포구,농구장,2023년 농구장1-양화한강공원,"양화한강공원>농구장(1,2)",제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230102174558871893,2023-01-01 0:00:00,2023-12-31 0:00:00,2023-01-01 0:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1672649185553RKOF4CX4HU9Z32MFOZGNL3P9C,장소 및 이용: 02-3780-0581/ 예약: 02-3780-0836,6:00,20:00,126.8943038,37.54355832
영등포구,농구장,2023년 농구장2-양화한강공원,"양화한강공원>농구장(1,2)",제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230102175150619998,2023-01-01 0:00:00,2023-12-31 0:00:00,2023-01-01 0:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1672649534946OMNXCKIH5V59ARNPR1VH2U0CW,장소 및 이용: 02-3780-0581/ 예약: 02-3780-0836,6:00,20:00,126.8943038,37.54355832
마포구,농구장,2023년 농구장1-망원한강공원,"망원한강공원>농구장(1,2)",제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230102144617038365,2023-01-01 0:00:00,2023-12-31 0:00:00,2023-01-01 0:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=16726384080191167IF8ED1YE52CJTBDVFA92K,장소 및 이용: 02-3780-0601/ 예약: 02-3780-0836,6:00,20:00,126.900995,37.55100096
마포구,농구장,2023년 농구장2-망원한강공원,"망원한강공원>농구장(1,2)",제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230102145431325342,2023-01-01 0:00:00,2023-12-31 0:00:00,2023-01-01 0:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1672638902967VZ50FU7XMIK6ME8EICK0U9FT6,장소 및 이용: 02-3780-0601/ 예약: 02-3780-0836,6:00,20:00,126.900995,37.55100096
마포구,축구장,2023년 축구장-망원한강공원,망원한강공원>축구장,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221207123753726325,2022-12-09 0:00:00,2023-12-31 0:00:00,2022-12-09 14:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1670384374329IXMPNECOY47FFJBFNG113I0U1,장소 및 이용: 02-3780-0601/ 예약: 02-3780-0836,6:00,20:00,126.9003031,37.55141484
마포구,배구장,2023년 배구장1-망원한강공원,망원한강공원>배구장,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230418194305644161,2023-01-01 0:00:00,2023-12-31 0:00:00,2023-04-18 18:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1681814680503JOEF8GR3T5LOX5T4BD3F1MCU5,장소 및 이용: 02-3780-0601/ 예약: 02-3780-0836,6:00,20:00,126.899706,37.55188015
마포구,배구장,2023년 배구장2-망원한강공원,망원한강공원>배구장,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230418194935843470,2023-01-01 0:00:00,2023-12-31 0:00:00,2023-04-18 18:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1681814994490LK4BM3M6UJF2NL52HNWQJN7RM,장소 및 이용: 02-3780-0601/ 예약: 02-3780-0836,6:00,20:00,126.899706,37.55188015
마포구,야구장,2023년 망원 어린이야구장-망원한강공원,망원한강공원>야구장,어린이,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221208174357205943,2022-12-09 0:00:00,2023-12-31 0:00:00,2022-12-09 14:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1670489057923YAM78XPC792B62LCRX7RDO55V,"열쇠 및 장소문의 : 02- 3780-0601~4, 예약문의 : 02-3780-0836",7:00,19:00,126.898367,37.55289443
마포구,야구장,2023년 난지야구장 1(평일)-난지한강공원,난지한강공원>야구장 1,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230211094529356731,2023-02-13 0:00:00,2023-11-30 0:00:00,2023-02-13 14:00:00,2023-11-30 12:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1676076518631RDOYVZAG2QC2P2KSV0KLL0BPK,02-3780-0836,8:00,17:00,126.8754849,37.56739657
마포구,야구장,2023년 난지야구장1 (토/일/공휴일)-난지한강공원,난지한강공원>야구장 1,제한없음,유료,예약일시중지,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230211100927687246,2023-02-13 0:00:00,2023-11-30 0:00:00,2023-02-13 14:00:00,2023-11-30 12:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1676077903184FAL04V77FWKQ80VZ7JD979E00,02-3780-0836,8:00,19:00,126.8754849,37.56739657
마포구,야구장,2023년 난지야구장 2(평일)-난지한강공원,난지한강공원>야구장 2,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230211100526932823,2023-02-13 0:00:00,2023-11-30 0:00:00,2023-02-13 14:00:00,2023-11-30 12:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1676077559966OXPGCCO2JDXREUATRAZ0FWXXC,02-3780-0836,8:00,17:00,126.874189,37.56800968
마포구,야구장,2023년 난지야구장2(캠핑장옆) (토/일/공휴일)-난지한강공원,난지한강공원>야구장 2,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230211104415770519,2023-02-13 0:00:00,2023-11-30 0:00:00,2023-02-13 14:00:00,2023-11-30 12:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1676079896805L5700HOJGNVMBIRJKG51BTZD9,02-3780-0836,8:00,19:00,126.874189,37.56800968
마포구,족구장,2023년 족구장-난지한강공원,난지한강공원>족구장,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221208173521917085,2022-12-09 0:00:00,2023-12-31 0:00:00,2022-12-09 14:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=167048853917458AYNBNBMBCAUY0X83U6JOSMC,02-3780-0836,6:00,20:00,126.880607,37.56519082
강서구,족구장,2023년 족구장1-강서한강공원,"강서한강공원>족구장(1,2)",제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221208164157131487,2022-12-09 0:00:00,2023-12-31 0:00:00,2022-12-09 14:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1670485346200JTSHQMLGOXQ4QLHUQXBTFAMHI,02-3780-0871,6:00,20:00,126.82144,37.5846898
강서구,족구장,2023년 족구장2 (방화대교 하부)-강서한강공원,"강서한강공원>족구장(1,2)",제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221208165347336117,2022-12-09 0:00:00,2023-12-31 0:00:00,2022-12-09 14:00:00,2023-12-31 2:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1670486055035O474234QZEFTYEQ0KZH5BDWWU,02-3780-0871,6:00,20:00,126.82144,37.5846898
구로구,테니스장,11월계남테니스실내C코트(평일야간/주말),계남근린공원,제한없음,유료,예약마감,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231014060641736946,2023-10-20 0:00:00,2023-11-30 0:00:00,2023-10-25 7:00:00,2023-11-29 9:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=16972312429833E3EA5YMD054XTV5QORH5CVU7,02-2611-9007,6:00,22:00,126.8558475,37.51020151
구로구,테니스장,11월계남테니스실내C코트(평일주간),계남근린공원,제한없음,유료,예약마감,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231014062956896823,2023-10-20 0:00:00,2023-11-30 0:00:00,2023-10-25 7:00:00,2023-11-29 9:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1697232623840S9NDDZDOW5G2WYPSQ0Q53FJI7,02-2611-9007,6:00,18:00,126.8558475,37.51020151
구로구,테니스장,11월계남테니스실내B코트(평일야간/주말),계남근린공원,제한없음,유료,예약마감,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231014064540893262,2023-10-20 0:00:00,2023-11-30 0:00:00,2023-10-25 7:00:00,2023-11-29 9:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=16972335600303MWAZPJ8D7GZI730BU62CUIVO,02-2611-9007,6:00,22:00,126.8558475,37.51020151
구로구,테니스장,11월계남테니스실내B코트(평일주간),계남근린공원,제한없음,유료,예약마감,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231014065209569146,2023-10-20 0:00:00,2023-11-30 0:00:00,2023-10-25 7:00:00,2023-11-29 9:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1697233950297HW5EPC5O4ME76FJO6EEFQEVGT,02-2611-9007,6:00,18:00,126.8558475,37.51020151
구로구,테니스장,11월계남테니스실내A코트(평일야간/주말),계남근린공원,제한없음,유료,예약마감,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231014070308342556,2023-10-20 0:00:00,2023-11-30 0:00:00,2023-10-25 7:00:00,2023-11-29 9:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=169723460888251A4QPCUMXMLR0W9ZA19KYRMW,02-2611-9007,6:00,22:00,126.8558475,37.51020151
구로구,테니스장,11월계남테니스실내A코트(평일주간),계남근린공원,제한없음,유료,예약마감,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231014071201387056,2023-10-20 0:00:00,2023-11-30 0:00:00,2023-10-25 7:00:00,2023-11-29 9:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1697235143022PDGGZ592M55ZO8QE9GYPWOHCM,02-2611-9007,6:00,18:00,126.8558475,37.51020151
구로구,테니스장,11월계남테니스야외코트(평일 06시 / 주말 16시),계남근린공원,제한없음,유료,예약마감,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231014072156529322,2023-10-20 0:00:00,2023-11-30 0:00:00,2023-10-25 7:00:00,2023-11-29 9:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1697235796362A7JU11MGV6LTT25SIW16WGDZ8,02-2611-9007,6:00,18:00,126.8558475,37.51020151
구로구,테니스장,11월계남테니스야외코트(평일18~22시/주말 06시/주말 18시),계남근린공원,제한없음,유료,예약마감,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231014073217588305,2023-10-20 0:00:00,2023-11-30 0:00:00,2023-10-25 7:00:00,2023-11-29 9:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1697236726165TC7M1DKXD9TNAPMC4CTXF4AGR,02-2611-9007,6:00,22:00,126.8558475,37.51020151
구로구,테니스장,11월계남테니스야외코트(평일08~16시),계남근린공원,제한없음,유료,예약마감,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231014081856725082,2023-10-20 0:00:00,2023-11-30 0:00:00,2023-10-25 7:00:00,2023-11-29 9:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1697239225467O31E7SQW8V90IPY8LXS5W3UH9,02-2611-9007,8:00,16:00,126.8558475,37.51020151
구로구,테니스장,11월계남테니스야외코트(평일16시/주말08~16시),계남근린공원,제한없음,유료,예약마감,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231014082608005382,2023-10-20 0:00:00,2023-11-30 0:00:00,2023-10-25 7:00:00,2023-11-29 9:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1697239622734XCVOY0SDBEQHBH7YSLBTG864W,02-2611-9007,8:00,18:00,126.8558475,37.51020151
구로구,축구장,(11월)계남근린공원 인조잔디 축구장,계남근린공원>인조잔디축구장," 성인(등록된팀), 청소년(등록된팀)",무료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231016132112259589,2023-10-16 0:00:00,2023-11-30 0:00:00,2023-10-16 14:00:00,2023-11-29 5:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1697430322971HN3GJOD8QY9L5JCT23JIDV8Y9,02-2678-9115,8:00,18:00,126.8555885,37.50873991
구로구,축구장,(12월)계남근린공원 인조잔디 축구장,계남근린공원>인조잔디축구장," 성인(등록된팀), 청소년(등록된팀)",무료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231110203643175374,2023-11-15 0:00:00,2023-12-31 0:00:00,2023-11-15 13:00:00,2023-12-28 3:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1699616395090ZDAVHYIFSWQEC5SVOSTQD1FRZ,02-2678-9115,8:00,18:00,126.8555885,37.50873991
구로구,풋살장,풋살경기장(구일역 하부),안양천 체육시설>풋살경기장(구일역 하부),제한없음(등록된 팀),무료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S190522144836251426,2021-10-28 0:00:00,2023-12-31 0:00:00,2023-11-16 10:00:00,2023-11-30 5:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_241687,02-860-2022,8:00,22:00,126.8693727,37.49493349
성동구,족구장,2023년 중랑물재생센터 족구장A,중랑물재생센터>족구장,제한없음,무료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221220091350057558,2022-12-20 0:00:00,2023-12-31 0:00:00,2022-12-20 12:00:00,2023-12-31 11:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=16714953173699QKRS7KWLS58KOA0YA01VW4SY,02-2211-2568,9:00,17:00,127.0595,37.56057
성동구,족구장,2023년 중랑물재생센터 족구장B,중랑물재생센터>족구장,제한없음,무료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221220094058223365,2022-12-20 0:00:00,2023-12-31 0:00:00,2022-12-20 0:00:00,2023-12-31 12:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1671496914512NTIH6O1DR6AXNTZA0CL7DSUG5,02-2211-2568,9:00,17:00,127.0595,37.56057
성동구,테니스장,2023년 중랑물재생센터 테니스장A,중랑물재생센터>테니스장,제한없음,무료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221220105145689836,2022-12-20 0:00:00,2023-12-31 0:00:00,2022-12-20 0:00:00,2023-12-31 12:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1671501139017VBBWTPWQ7JX1MQ2POHKVDYRMZ,02-2211-2568,9:00,17:00,127.0595,37.56057
성동구,테니스장,2023년 중랑물재생센터 테니스장 B,중랑물재생센터>테니스장,제한없음,무료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221220105705722670,2022-12-20 0:00:00,2023-12-31 0:00:00,2022-12-20 0:00:00,2023-12-31 12:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=167150145485290G4R0EFP9M6YUJNUCSZT3UTX,02-2211-2568,9:00,17:00,127.0595,37.56057
성동구,배드민턴장,중랑물재생센터 배드민턴장 3번코트(23년 7월말까지 운영),중랑물재생센터>배드민턴장,제한없음,무료,예약마감,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221220094634158739,2022-12-20 0:00:00,2023-12-31 0:00:00,2022-12-20 0:00:00,2023-12-31 12:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1671497225455AK15Y70U9JK2UWPJTT6V1ZXVK,02-2211-2568,7:00,21:00,127.0595,37.56057
성동구,배드민턴장,중랑물재생센터 배드민턴장 2번코트(23년 7월말까지 운영),중랑물재생센터>배드민턴장,제한없음,무료,예약마감,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221220095305343131,2022-12-20 0:00:00,2023-12-31 0:00:00,2022-12-20 0:00:00,2023-12-31 12:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=16714976109212UZBDHKZZG4D627T0D45OQ459,02-2211-2568,7:00,21:00,127.0595,37.56057
성동구,배드민턴장,중랑물재생센터 배드민턴장 1번코트 (23년 7월말까지 운영),중랑물재생센터>배드민턴장,제한없음,무료,예약마감,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221220095721936411,2022-12-20 0:00:00,2023-12-31 0:00:00,2022-12-20 0:00:00,2023-12-31 12:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1671497866415ICWYTZGIXKFKRI1OHJGX3VQUL,02-2211-2568,7:00,21:00,127.0595,37.56057
성동구,배드민턴장,중랑물재생센터 배드민턴장 1번코트(23년 8월부터),중랑물재생센터>배드민턴장,제한없음,무료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230713143307306828,2023-07-13 0:00:00,2023-12-31 0:00:00,2023-07-13 0:00:00,2023-12-31 12:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=168922673962866RK4W5GWLJ3LIVHJBDRP6W15,02-2211-2568,7:00,21:00,127.0595,37.56057
성동구,배드민턴장,중랑물재생센터 배드민턴장 2번코트(23년 8월부터),중랑물재생센터>배드민턴장,제한없음,무료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230713145954616920,2023-07-13 0:00:00,2023-12-31 0:00:00,2023-07-13 0:00:00,2023-12-31 12:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1689228120685AH6CMSE4T9MYGLOL2FUNQFRBP,02-2211-2568,7:00,21:00,127.0595,37.56057
성동구,배드민턴장,중랑물재생센터 배드민턴장 3번코트(23년 8월부터),중랑물재생센터>배드민턴장,제한없음,무료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230713150713703255,2023-07-13 0:00:00,2023-12-31 0:00:00,2023-07-13 0:00:00,2023-12-31 12:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=168922854266323Z51L2COBLQQHHLNYYO3IYIH,02-2211-2568,7:00,21:00,127.0595,37.56057
성동구,축구장,2023년 중랑물재생센터 축구장 (추첨제),중랑물재생센터>축구장,제한없음,무료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221123132241371617,2022-11-23 0:00:00,2023-12-31 0:00:00,2022-11-23 0:01:00,2023-12-30 12:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1669177470652UAEPY1UE1CI2TJ8O55A082QJU,02-2211-2568,9:00,19:00,127.0595,37.56057
성동구,풋살장,2023년 중랑물재생센터 풋살장(추첨제),중랑물재생센터>축구장,제한없음,무료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221123141243967134,2022-11-24 0:00:00,2023-12-31 0:00:00,2022-11-24 0:00:00,2023-12-31 12:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=16691806122124PBUA9BM9EHQ41PAIWFVN8TP5,02-2211-2568,7:00,19:00,127.0595,37.56057
양천구,풋살장,11월 서서울호수공원 풋살장 대여 (평일주간 08시 이전) 10월17일 오후2시 접수,서서울호수공원,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231012141252863818,2023-10-17 0:00:00,2023-11-30 0:00:00,2023-10-17 14:00:00,2023-11-29 5:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=16970880515253FE1VLBKSMCFKV39ES5POTZEL,02-2604-3004,6:00,8:00,126.83021,37.52707
양천구,풋살장,11월 서서울호수공원 풋살장 대여 (평일주간 08시 이후) 10월17일 오후2시 접수,서서울호수공원,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231012142931331606,2023-10-17 0:00:00,2023-11-30 0:00:00,2023-10-17 14:00:00,2023-11-29 5:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1697088669431ZN5WXUZVFJYXYQVOZNNE2XG7U,02-2604-3004,8:00,18:00,126.83021,37.52707
양천구,풋살장,"11월 서서울호수공원 풋살장 대여 (평일야간, 주말, 공휴일) 10월17일 오후2시 접수",서서울호수공원,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231012144326744661,2023-10-17 0:00:00,2023-11-30 0:00:00,2023-10-17 14:00:00,2023-11-25 5:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1697089494076A41S37EISKERMIR02O5GO8I7D,02-2604-3004,6:00,22:00,126.83021,37.52707
양천구,풋살장,12월 서서울호수공원 풋살장 대여 (평일주간 08시 이전) 11월14일 오후2시 접수,서서울호수공원,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231112161059171302,2023-11-14 0:00:00,2023-12-31 0:00:00,2023-11-14 14:00:00,2023-12-28 5:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=16997733571499TLXILSROOYVFC57KM7XCXBSA,02-2604-3004,6:00,8:00,126.83021,37.52707
양천구,풋살장,12월 서서울호수공원 풋살장 대여 (평일주간 08시 이후) 11월14일 오후2시 접수,서서울호수공원,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231112162214920890,2023-11-14 0:00:00,2023-12-31 0:00:00,2023-11-14 14:00:00,2023-12-28 5:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1699773791445Y39VG8PUFY0GNUZ14LTYCUGKN,02-2604-3004,8:00,18:00,126.83021,37.52707
양천구,풋살장,"12월 서서울호수공원 풋살장 대여 (평일야간, 주말, 공휴일) 11월14일 오후2시 접수",서서울호수공원,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231112162816162149,2023-11-14 0:00:00,2023-12-31 0:00:00,2023-11-14 14:00:00,2023-12-30 5:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=169977414624351D6KMNJ6MKQMVP0XE2MZB61D,02-2604-3004,6:00,22:00,126.83021,37.52707
송파구,다목적경기장,11월 오금공원 다목적경기장 정구장 예약(송파구민 우선 예약 서비스),오금공원,제한없음,무료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230626134835040849,2023-10-20 0:00:00,2023-11-30 0:00:00,2023-10-20 10:00:00,2023-11-30 12:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1687754985944W9IP6OQC5XHLKJX07KFJYS52W,02-2147-5132,9:00,19:00,127.13419,37.49974
송파구,다목적경기장,12월 오금공원 다목적경기장 풋살장 예약(송파구민 우선 예약 서비스),오금공원,제한없음,무료,안내중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230821193621471940,2023-10-20 0:00:00,2023-12-31 0:00:00,2023-11-20 0:01:00,2023-11-30 12:11:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1692624509516NL2TZDMYPRC4IBJNRRAU22WD1,02-2147-5132,9:00,20:00,127.13419,37.49974
마포구,풋살장,2023년 월드컵 풋살구장(평일새벽야간),서울월드컵경기장>풋살구장,제한없음,유료,접수중,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221219201224461323,2022-12-25 0:00:00,2023-12-31 0:00:00,2022-12-26 9:00:00,2023-12-30 11:12:00,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=167144847882337RI4AQCBKMSW21BH3BNGWGZ4,"02-2128-2966, 02-2128-2958(6시 이후)",6:00,22:00,126.8990037,37.57254029
