지역,제목,대상,종목,일시,장소,참가규모(명),주소,전화번호,Latitude,Longitude
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",월 13:30~14:10,영중작은복지센터,20명,서울특별시 영등포구 영중로27길 3,02-6264-8846,37.5240799,126.9047601
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",목 13:20~14:00,새생활장수대학,20명,서울특별시 영등포구 도신로 134-1,02-832-5608,37.5085226,126.9065509
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",화 10:00~10:40,문래현대3차아파트,15명,서울특별시 영등포구 선유서로 6,UNK,37.5161054,126.8844403
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",월 15:00~15:40,원지경로당,15명,서울특별시 영등포구 도림로47길 28,02-846-4060,37.4980913,126.8996106
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",화 13:20~14:00,새생활장수대학,20명,서울특별시 영등포구 도신로 134-1,02-832-5608,37.5085226,126.9065509
영등포구,어르신체육활동사업,어르신,생활체조,금 09:20~10:40,도림동헬스장,20명,서울특별시 영등포구 도영로7길 10 도림동주민센터,02-832-1780,37.509429,126.895924
영등포구,어르신체육활동사업,어르신,생활체조,수 11:20~12:00,양평현대2차 경로당,10명,서울특별시 영등포구 선유동2로29,UNK,37.5320337,126.8955711
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",목 11:20~12:00,영도교회,30명,서울특별시 영등포구 도신로29사길 6,UNK,37.5100211,126.905378
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",금 14:00~14:40,대림3동경로당,10명,서울특별시 영등포구 대림로41길 12,02-846-9643,37.501068,126.8958603
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",수 14:30~15:10,한성아파트경로당,10명,서울특별시 영등포구 가마산로 575,02-843-6408,37.5046758,126.9193266
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",수 13:20~14:00,대방동성당,35명,서울특별시 영등포구 가마산로89길 7,UNK,37.5052124,126.9210169
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",화 14:20~15:00,미루나무경로당,15명,서울특별시 영등포구 도신로29가길 12,02-849-0526,37.5093825,126.9064628
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",월 14:00~14:40,대림우성아파트경로당,15명,서울특별시 영등포구 도림로 187,02-849-8182,37.4963766,126.9008993
영등포구,어르신체육활동사업,어르신,헬스,수 10:40~11:20,신길7동주민센터,20명,서울특별시 영등포구 여의대방로43길 10,02-2670-1365,37.5064018,126.9214045
영등포구,어르신체육활동사업,어르신,헬스,월 10:00~10:40,신길7동주민센터,20명,서울특별시 영등포구 여의대방로43길 10,02-2670-1365,37.5064018,126.9214045
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",수 13:10~13:50,모랫말복지센터,20명,서울특별시 영등포구 도영로 41,UNK,37.5097065,126.8974862
영등포구,어르신체육활동사업,어르신,헬스,목 10:40~11:20,신길5동주민센터,15명,서울특별시 영등포구 도림로 264,UNK,37.5016093,126.9052605
영등포구,일반체육활동사업,일반,"헬스,필라테스",월 10:30~11:10,대림1동 주민자치센터,15명,서울특별시 영등포구 디지털로 441 대림제1동 사무소 체육관3층,02-2670-1379,37.4954555,126.9059795
영등포구,일반체육활동사업,일반,헬스,수 10;40~11:20,신길7동주민센터,20명,서울특별시 영등포구 여의대방로43길 10,02-2670-1365,37.5064018,126.9214045
영등포구,일반체육활동사업,일반,헬스,수 10;00~10:40,신길7동주민센터,20명,서울특별시 영등포구 여의대방로43길 10,02-2670-1365,37.5064018,126.9214045
영등포구,일반체육활동사업,유아,유아체육,금 14:40~15:20,늘해랑어린이집,20명,서울특별시 영등포구 양평로19길12,02-2970-3354,37.5363175,126.8944125
영등포구,일반체육활동사업,유아,유아체육,금 14:00~14:40,늘해랑어린이집,20명,서울특별시 영등포구 양평로19길12,02-2970-3354,37.5363175,126.8944125
영등포구,일반체육활동사업,유아,유아체육,목 16:10~16:50,영등포초교병설유치원,20명,서울특별시 영등포구 경인로 756,02-2632-9781,37.5128239,126.8985316
영등포구,일반체육활동사업,유아,유아체육,목 15:30~16:10,영등포초교병설유치원,20명,서울특별시 영등포구 경인로 756,02-2632-9781,37.5128239,126.8985316
영등포구,일반체육활동사업,유아,유아체육,목 11:10~11:50,코끼리어린이집,20명,서울특별시 영등포구 가마산로61가길14,02-831-2280,37.5060677,126.9068315
영등포구,일반체육활동사업,유아,유아체육,목 10:30~11:10,코끼리어린이집,20명,서울특별시 영등포구 가마산로61가길14,02-831-2280,37.5060677,126.9068315
영등포구,일반체육활동사업,일반,"스트레칭,헬스",화 10:10~10:40,영등포구자치회관헬스장,20명,서울특별시 영등포구 국회대로44길4,02-2068-8810,37.5254207,126.9036553
영등포구,일반체육활동사업,일반,"스트레칭,헬스",화 09:30~10:10,영등포구자치회관헬스장,20명,서울특별시 영등포구 국회대로44길4,02-2068-8810,37.5254207,126.9036553
영등포구,일반체육활동사업,유아,유아체육,월 14:40~15:20,당산1동어린이집,20명,서울특별시 영등포구 영등포로25길24,02-2675-4295,37.5230697,126.8984694
영등포구,일반체육활동사업,유아,유아체육,월 14:00~14:40,당산1동어린이집,20명,서울특별시 영등포구 영등포로25길24,02-2675-4295,37.5230697,126.8984694
영등포구,일반체육활동사업,유소년,방과후체육,목 15:35~16:15,도림교회방과후교실,20명,서울특별시 영등포구 도영로11길 11,UNK,37.5099441,126.8970707
영등포구,일반체육활동사업,유소년,방과후체육,목 14:55~15:35,도림교회방과후교실,20명,서울특별시 영등포구 도영로11길 11,UNK,37.5099441,126.8970707
영등포구,일반체육활동사업,유아,유아체육,목 14:00~14:40,도신초병설유치원,20명,서울특별시 영등포구 도림로53길 32-9,02-849-0803,37.4987012,126.9008531
영등포구,일반체육활동사업,유아,유아체육,목 13:20~14:00,도신초병설유치원,20명,서울특별시 영등포구 도림로53길 32-9,02-849-0803,37.4987012,126.9008531
영등포구,일반체육활동사업,일반,"스트레칭,헬스",목 09:00~09:40,대림3동헬스장,10명,서울특별시 영등포구 대림로 197,02-843-5536,37.4983297,126.8980767
영등포구,일반체육활동사업,유아,유아체육,화 14:30~15:10,강성어린이스쿨어린이집,20명,서울특별시 영등포구 대림로 128-2,02-833-5123,37.492918,126.9018704
영등포구,일반체육활동사업,유아,유아체육,수 13:50~14:30,강성어린이스쿨어린이집,20명,서울특별시 영등포구 대림로 128-2,02-833-5123,37.492918,126.9018704
영등포구,일반체육활동사업,유아,유아체육,수 10:30~11:10,신예랑어린이집,20명,서울특별시 영등포구 도신로54길 12-4,02-844-1999,37.5105302,126.9147088
영등포구,일반체육활동사업,유아,유아체육,수 09:50~10:30,신예랑어린이집,20명,서울특별시 영등포구 도신로54길 12-4,02-844-1999,37.5105302,126.9147088
영등포구,일반체육활동사업,유아,유아체육,화 14:00~14:40,별님스타키즈어린이집,20명,서울특별시 영등포구 당산로41길 23,02-2633-4533,37.5310845,126.8964041
영등포구,일반체육활동사업,유아,유아체육,화 13:20~14:00,별님스타키즈어린이집,20명,서울특별시 영등포구 당산로41길 23,02-2633-4533,37.5310845,126.8964041
영등포구,일반체육활동사업,유아,유아체육,월 14:30~15:10,강남새어린이집,20명,서울특별시 영등포구 당산로42길 16,02-2676-9637,37.5296392,126.9008126
영등포구,일반체육활동사업,유아,유아체육,월 13:50~14:30,강남새어린이집,20명,서울특별시 영등포구 당산로42길 16,02-2676-9637,37.5296392,126.9008126
영등포구,일반체육활동사업,유소년,"스트레칭,헬스",월 09:40~10:20,대림3동헬스장,10명,서울특별시 영등포구 대림로 197,02-843-5536,37.4983297,126.8980767
영등포구,일반체육활동사업,일반,"스트레칭,헬스",월 09:00~09:40,대림3동헬스장,10명,서울특별시 영등포구 대림로 197,02-843-5536,37.4983297,126.8980767
영등포구,일반체육활동사업,일반,생활체육,수 13:30~14:10,모랫말꿈터,15명,서울특별시 영등포구 도영로11길 11,UNK,37.5099441,126.8970707
영등포구,일반체육활동사업,일반,생활체육,수 12:50~13:30,모랫말꿈터,15명,서울특별시 영등포구 도영로11길 11,UNK,37.5099441,126.8970707
영등포구,일반체육활동사업,일반,"스트레칭, 헬스",수 10:10~10:40,도림동자치센터 헬스장,20명,서울특별시 영등포구 도영로7길 10,02-832-1780,37.5095364,126.8959912
영등포구,일반체육활동사업,일반,"스트레칭, 헬스",수 09:20~10:10,도림동자치센터 헬스장,20명,서울특별시 영등포구 도영로7길 10,02-832-1780,37.5095364,126.8959912
영등포구,일반체육활동사업,일반,"스트레칭, 헬스",화 10:30~11:10,신길3동주민센터 헬스장,20명,서울특별시 영등포구 신길로41라길 13-8,02-846-9697,37.5074416,126.9077555
영등포구,일반체육활동사업,일반,"스트레칭, 헬스",화 09:50~10:30,신길3동주민센터 헬스장,20명,서울특별시 영등포구 신길로41라길 13-8,02-846-9697,37.5074416,126.9077555
영등포구,일반체육활동사업,유아,유아체육,월 13:40~14:20,영중초교병설유치원,40명,서울특별시 영등포구 양산로 185,02-2633-8793,37.523603,126.9038836
영등포구,일반체육활동사업,일반,"스트레칭,생활체조",월 10:30~11:10,양평동헬스장,20명,서울특별시 영등포구 선유서로 34길 10 4층,UNK,37.5268728,126.8874304
영등포구,일반체육활동사업,일반,"스트레칭,생활체조",월 09:50~10:30,양평동헬스장,20명,서울특별시 영등포구 선유서로 34길 10 4층,UNK,37.5268728,126.8874304
영등포구,일반체육활동사업,유아,유아체육,수 14:10~14:50,구민회관어린이집,20명,서울특별시 영등포구 국회대로 596,02-2678-5685,37.5261847,126.9001402
영등포구,일반체육활동사업,유아,유아체육,수 13:30~14:10,구민회관어린이집,15명,서울특별시 영등포구 국회대로 596,02-2678-5685,37.5261847,126.9001402
영등포구,일반체육활동사업,유아,유아체육,화 15:40~16:20,하나푸르니신길어린이집,20명,서울특별시 영등포구 신길로 40길 5,02-831-2544,37.5071572,126.9116717
영등포구,일반체육활동사업,유아,유아체육,화 15:00~15:40,하나푸르니신길어린이집,20명,서울특별시 영등포구 신길로 40길 5,02-831-2544,37.5071572,126.9116717
영등포구,일반체육활동사업,유아,유아체육,"월,금 15:10~15:50",영이어린이집,20명,서울특별시 영등포구 영중로4길 31,02-2631-0283,37.5180391,126.9096146
영등포구,일반체육활동사업,유아,유아체육,"월,금 14:30~15:10",영이어린이집,20명,서울특별시 영등포구 영중로4길 31,02-2631-0283,37.5180391,126.9096146
영등포구,일반체육활동사업,일반,헬스,수 10:30~11:10,대림1동 주민자치센터,20명,서울특별시 영등포구 디지털로 441 대림제1동 사무소 체육관3층,02-2670-1379,37.4954555,126.9059795
영등포구,일반체육활동사업,일반,헬스,수 09:50~10:30,대림1동 주민자치센터,20명,서울특별시 영등포구 디지털로 441 대림제1동 사무소 체육관3층,02-2670-1379,37.4954555,126.9059795
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",월 10:00~10:40,어르신복지센터,20명,서울특별시 영등포구 도영로22길 36,02-2038-8846,37.5101591,126.9032904
영등포구,어르신체육활동사업,어르신,생활체조,목 14:20~15:00,신길3동건영아파트 경로당,15명,서울특별시 영등포구 도림로 313,02-843-4059,37.5057433,126.9012888
영등포구,어르신체육활동사업,어르신,헬스,화 10:40~11:20,신길5동주민센터,15명,서울특별시 영등포구 도림로 264,UNK,37.5016093,126.9052605
영등포구,어르신체육활동사업,어르신,헬스,화 10:00~10:40,신길5동주민센터,15명,서울특별시 영등포구 도림로 264,UNK,37.5016093,126.9052605
영등포구,어르신체육활동사업,어르신,생활체조,목 14:20~15:00,신길3동 건영아파트경로당,20명,서울특별시 영등포구 도림로 313,UNK,37.5057433,126.9012888
영등포구,어르신체육활동사업,어르신,생활체조,금 14:30~15:10,문래자이경로당,15명,서울특별시 영등포구 당산로4길12,UNK,37.5161432,126.8967779
영등포구,어르신체육활동사업,어르신,생활체조,수 14:20~15:00,구립 신우,20명,서울특별시 영등포구 가마산로 47길13,02-845-9169,37.50332,126.8991933
영등포구,어르신체육활동사업,어르신,생활체조,화 14:00~14:40,신길7동 경로당,20명,서울특별시 영등포구 여의대방로211,UNK,37.505857,126.9221874
영등포구,어르신체육활동사업,어르신,생활체조,화 09:50~11:10,영등포노인복지관,80명,서울특별시 영등포구 문래로4길14,070-8666-7441,37.5195201,126.8828108
영등포구,어르신체육활동사업,어르신,생활체조,월 14:20~15:00,푸르지오2차 경로당,20명,서울특별시 영등포구 도신로 29길 28,02-847-2216,37.5115331,126.90239
영등포구,어르신체육활동사업,어르신,"스트레칭, 생활체조",금 10:40~11:20,도림성당,100명,서울특별시 영등포구 도영로22길 22,UNK,37.5100547,126.9013189
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",목 14:20~15:00,방학경로당,20명,서울특별시 영등포구 영등포로62라길 2-12,02-832-9226,37.5166296,126.915375
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",월 14:20~15:00,방학경로당,20명,서울특별시 영등포구 영등포로62라길 2-12,02-832-9226,37.5166296,126.915375
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",수 10:30~11:10,양평동헬스장,20명,서울특별시 영등포구 선유서로 34길 10 4층,UNK,37.5268728,126.8874304
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",수 09:50~10:30,양평동헬스장,20명,서울특별시 영등포구 선유서로 34길 10 4층,UNK,37.5268728,126.8874304
영등포구,일반체육활동사업,유소년,줄넘기,수 15:35~16:15,도림교회방과후교실,9세,서울특별시 영등포구 도영로11길 11,UNK,37.5099441,126.8970707
영등포구,일반체육활동사업,유소년,줄넘기,수 14:55~15:35,도림교회방과후교실,8세,서울특별시 영등포구 도영로11길 11,UNK,37.5099441,126.8970707
영등포구,일반체육활동사업,유아,유아체육,수 15:40~16:20,하나푸르니신길어린이집,40명,서울특별시 영등포구 신길로 40길 5,02-831-2544,37.5071572,126.9116717
영등포구,일반체육활동사업,유아,유아체육,수 15:00~15:40,하나푸르니신길어린이집,40명,서울특별시 영등포구 신길로 40길 5,02-831-2544,37.5071572,126.9116717
영등포구,어르신체육활동사업,어르신,생활체조,월 13:20~14:00,영등포경로당,20명,서울특별시 영등포구 영신로9나길7,02-846-8878,37.5129013,126.9066403
영등포구,일반체육활동사업,일반,"헬스,필라테스",월 09:50~10:30,대림1동 주민자치센터,15명,서울특별시 영등포구 디지털로 441 대림제1동 사무소 체육관3층,02-2670-1379,37.4954555,126.9059795
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",금 14:00~14:40,도림교회노인대학,20명,서울특별시 영등포구 도영로11길 11,UNK,37.5099441,126.8970707
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",월 11:00~11:40,모랫말복지센터,20명,서울특별시 영등포구 도영로 41,02)6297-9988,37.5097065,126.8974862
영등포구,어르신체육활동사업,어르신,"스트레칭,생활체조",수 11:00~11:45,신풍교회노인대학,20명,서울특별시 영등포구 신길로41다길 9,010-8746-1846,37.5076365,126.9087545
금천구,어르신체육활동사업,어르신,근력운동,"화, 목 14:00~15:00",금천보건소,30명,서울특별시 금천구 시흥대로73길 70,02-2627-2735,37.4568163,126.8954085
금천구,어르신체육활동사업,어르신,에어로빅,"월, 목 10:00~10:50",호암복지관,25명,서울특별시 금천구 독산로72길 86-5,02-853-7203,37.4695211,126.9064383
금천구,어르신체육활동사업,어르신,탁구,금 15:30~16:30,금천누리복지관,30명,서울특별시 금천구 가산로 129,02-868-6856,37.4768685,126.891752
금천구,어르신체육활동사업,어르신,근력운동,금 14:00~14:50,금천치매안심센터,10명,서울특별시 금천구 시흥대로123길 11,02-3281-9082,37.4702205,126.8970511
금천구,어르신체육활동사업,어르신,세라밴드,금 10:00~10:45,금천노인복지관,10명,서울특별시 금천구 시흥대로51길93-32,02-804-4058,37.450211,126.8977757
금천구,어르신체육활동사업,어르신,탁구,수 15:00~16:00,금천누리복지관,30명,서울특별시 금천구 가산로 129,02-868-6856,37.4768685,126.891752
금천구,어르신체육활동사업,어르신,세라밴드,수 09:30~10:15,혜명양로원,30명,서울특별시 금천구 금하로29길36,02-802-6765,37.4513835,126.9137487
금천구,어르신체육활동사업,어르신,탁구,"화, 목 14:00~15:00",금천노인복지관,7명,서울특별시 금천구 시흥대로51길93-32,02-804-4058,37.450211,126.8977757
금천구,어르신체육활동사업,어르신,걷기,"화, 목 10:30~11:10",안양천,30명,서울특별시 가산동 707-3 인근 운동기구,02-809-7795,37.4658469,126.8856968
금천구,어르신체육활동사업,어르신,걷기,"화, 목 09:30~10:30",한내천길,30명,서울특별시 금천구 독산동 732-2,02-809-7795,37.4548521,126.8933601
금천구,어르신체육활동사업,어르신,근력운동,월 15:00~15:50,금천치매안심센터,10명,서울특별시 금천구 시흥대로123길 11,02-3281-9082,37.4702205,126.8970511
금천구,어르신체육활동사업,어르신,탁구,"월, 수 13:00~14:00",청담종합사회복지관,15명,서울특별시 금천구 금하로29길 36,02-806-1377,37.4513835,126.9137487
금천구,어르신체육활동사업,어르신,세라밴드,월 11:00~11:50,금천희망데이케어센터,25명,서울특별시 금천구 금하로658,02-891-9967,37.4535261,126.9035693
금천구,어르신체육활동사업,어르신,필라테스,금 14:30~15:20,금천호암노인종합복지관,20명,서울특별시 금천구 독산로72길 86-5,02-853-7203,37.4695211,126.9064383
금천구,어르신체육활동사업,어르신,생활체조,금 13:20~14:00,새재미경로당,15명,서울특별시 금천구 독산로39길 16,02-809-8833,37.459009,126.9041824
금천구,어르신체육활동사업,어르신,생활체조,목 15:00~15:40,하늘데이케어센터,15명,서울특별시 금천구 시흥대로 422,02-837-1603,37.4711467,126.8986567
금천구,어르신체육활동사업,어르신,생활체조,금 10:30~11:10,금빛데이케어센터,15명,서울특별시 금천구 탑골로2길 8 3층,02-891-9055,37.4512725,126.9107912
금천구,어르신체육활동사업,어르신,생활체조,수 15:30~16:10,금빛데이케어센터,15명,서울특별시 금천구 탑골로2길 8 3층,02-891-9055,37.4512725,126.9107912
금천구,어르신체육활동사업,어르신,필라테스,화 15:00~15:50,금천한내어르신복지센터,20명,서울특별시 금천구 한내로 69-15,02-897-5104,37.4578436,126.8868659
금천구,어르신체육활동사업,어르신,생활체조,"화, 목 11:00~11:40",시흥4동성당데이케어센터,15명,서울특별시 금천구 독산로38길 10,02-891-9004,37.4593465,126.905875
금천구,어르신체육활동사업,어르신,생활체조,월 14:00~14:40,인영실버노인요양센터,15명,서울특별시 금천구 금하로 596,02-804-6141,37.4534373,126.8979482
금천구,어르신체육활동사업,어르신,필라테스,"월, 수 11:30~12:10",금천누리종합사회복지관,20명,서울특별시 금천구 가산로 129,02-868-6856,37.4768685,126.891752
금천구,어르신체육활동사업,어르신,필라테스,"월, 수 10:50~11:30",금천누리종합사회복지관,20명,서울특별시 금천구 가산로 129,02-868-6856,37.4768685,126.891752
금천구,어르신체육활동사업,어르신,생활체조,월 09:30~10:10,금천구립사랑채요양원,15명,서울특별시 금천구 금하로 764,02-2068-7522,37.4496132,126.9145056
금천구,일반체육활동사업,초등 1학년,뉴스포츠,수 14:00~14:50,금동초등학교,14명,서울특별시 금천구 금하로30길 53,02-809-2125,37.4475289,126.9164162
금천구,일반체육활동사업,초등 1~2학년,기타체육,목 15:00~15:40,우리동네키움센터,12명,서울특별시 금천구 벚꽃로 30,02-6407-1231,37.4582394,126.8941766
금천구,일반체육활동사업,초등 1~2학년,기타체육,수 14:20~15:00,문백초등학교 돌봄교실,15명,서울특별시 금천구 시흥대로47길 43-1,02-803-4155,37.4470805,126.8993032
금천구,일반체육활동사업,초등 1~2학년,기타체육,수 13:40~14:20,문백초등학교 돌봄교실,15명,서울특별시 금천구 시흥대로47길 43-1,02-803-4155,37.4470805,126.8993032
금천구,일반체육활동사업,초등 5~6학년,탁구,금 14:10~14:50,금천초등학교,10명,서울특별시 금천구 탑골로5길 60,02-802-4970,37.4547981,126.9122575
금천구,일반체육활동사업,초등 3~4학년,탁구,화 14:10~14:50,금천초등학교,10명,서울특별시 금천구 탑골로5길 60,02-802-4970,37.4547981,126.9122575
금천구,일반체육활동사업,초등 1~2학년,탁구,화 13:30~14:10,금천초등학교,15명,서울특별시 금천구 탑골로5길 60,02-802-4970,37.4547981,126.9122575
금천구,일반체육활동사업,유아 만5세,유아체육,화 10:40~11:20,본동어린이집,15명,서울특별시 금천구 독산로 12,02-802-8648,37.448606,126.9043328
금천구,일반체육활동사업,유아 만4세,유아체육,화 10:00~10:40,본동어린이집,15명,서울특별시 금천구 독산로 12,02-802-8648,37.448606,126.9043328
금천구,일반체육활동사업,초등 1~2학년,기타체육,월 15:20~16:00,두산초등학교 돌봄교실,30명,서울특별시 금천구 범안로11길 3,02-804-1112,37.4671638,126.8910112
금천구,일반체육활동사업,초등 1~2학년,기타체육,월 14:40~15:20,두산초등학교 돌봄교실,30명,서울특별시 금천구 범안로11길 3,02-804-1112,37.4671638,126.8910112
금천구,일반체육활동사업,초등 1~2학년,기타체육,월 14:00~14:40,두산초등학교 돌봄교실,30명,서울특별시 금천구 범안로11길 3,02-804-1112,37.4671638,126.8910112
금천구,일반체육활동사업,유아 만5세,유아체육,월 10:40~11:20,독산본동어린이집,15명,서울특별시 금천구 시흥대로150길 79,02-839-3550,37.477411,126.9025125
금천구,일반체육활동사업,유아 만4세,유아체육,월 10:00~10:40,독산본동어린이집,15명,서울특별시 금천구 시흥대로150길 79,02-839-3550,37.477411,126.9025125
금천구,일반체육활동사업,유아 만4~5세,유아체육,목 14:20~15:00,독산초등학교병설유치원,13명,서울특별시 금천구 시흥대로104길 31,02-895-1535,37.4652405,126.9000609
금천구,일반체육활동사업,유아 만4세,유아체육,목 13:40~14:20,독산초등학교병설유치원,14명,서울특별시 금천구 시흥대로104길 31,02-895-1535,37.4652405,126.9000609
금천구,일반체육활동사업,유아 만3~4세,유아체육,목 13:00~13:40,독산초등학교병설유치원,10명,서울특별시 금천구 시흥대로104길 31,02-895-1535,37.4652405,126.9000609
금천구,일반체육활동사업,초등 1~3학년,뉴스포츠,금 14:30~15:10,시흥초등학교,13명,서울특별시 금천구 독산로23길 26,02-896-9500,37.4548042,126.9048667
금천구,일반체육활동사업,초등 1~3학년,뉴스포츠,금 13:45~14:25,시흥초등학교,13명,서울특별시 금천구 독산로23길 26,02-896-9500,37.4548042,126.9048667
금천구,일반체육활동사업,초등 1~3학년,뉴스포츠,금 13:00~13:40,시흥초등학교,13명,서울특별시 금천구 독산로23길 26,02-896-9500,37.4548042,126.9048667
금천구,일반체육활동사업,초등 1~3학년,뉴스포츠,화 15:00~15:40,시흥초등학교,13명,서울특별시 금천구 독산로23길 26,02-896-9500,37.4548042,126.9048667
금천구,일반체육활동사업,유아 만4~5세,유아체육,화 13:20~14:00,가산어린이집,20명,서울특별시 금천구 벚꽃로38길 35,02-854-4370,37.4827079,126.884405
금천구,일반체육활동사업,유아 만3세,유아체육,화 12:40~13:20,가산어린이집,10명,서울특별시 금천구 벚꽃로38길 35,02-854-4370,37.4827079,126.884405
금천구,일반체육활동사업,초등 1~3학년,뉴스포츠,"월, 수 16:00~16:40",어울샘,20명,서울특별시 금천구 탑골로 22,02-809-7795,37.451802,126.9116217
금천구,일반체육활동사업,유아 만4~5세,유아체육,월 13:40~14:20,아이뜰어린이집,18명,서울특별시 금천구 벚꽃로 234 에이스하이엔드6차,02-802-8803,37.475995,126.8861007
금천구,일반체육활동사업,유아 만3세,유아체육,월 13:00~13:40,아이뜰어린이집,12명,서울특별시 금천구 벚꽃로 234 에이스하이엔드6차,02-802-8803,37.475995,126.8861007
금천구,일반체육활동사업,초등 4학년,배드민턴,금 14:00~14:40,문교초등학교 체육관,16명,서울특별시 금천구 독산로54길 102,02-896-0144,37.4664219,126.9087003
금천구,일반체육활동사업,초등 3학년,배드민턴,금 13:10~13:50,문교초등학교 체육관,16명,서울특별시 금천구 독산로54길 102,02-896-0144,37.4664219,126.9087003
금천구,일반체육활동사업,유아 만3세,유아체육,목 15:20~16:00,두산초등학교병설유치원,10명,서울특별시 금천구 범안로11길 3,02-893-8632,37.4671638,126.8910112
금천구,일반체육활동사업,유아 만4세,유아체육,목 14:40~15:20,두산초등학교병설유치원,10명,서울특별시 금천구 범안로11길 3,02-893-8632,37.4671638,126.8910112
금천구,일반체육활동사업,초등 2학년,뉴스포츠,수 15:00~15:50,금동초등학교,14명,서울특별시 금천구 금하로30길 53,02-809-2125,37.4475289,126.9164162
동대문구,일반체육활동사업,일반,학교체육,월 14:00~16:00,답십리초등학교,30명,서울특별시 동대문구 전농로3길 23,UNK,37.5688678,127.0556519
금천구,일반체육활동사업,유아 만3세,유아체육,수 12:50~13:30,남서울힐스테이트어린이집,10명,서울특별시 금천구 시흥대로 165,02-852-2345,37.447804,126.9012343
금천구,일반체육활동사업,유아 만5세,유아체육,화 15:00~15:40,두산초등학교병설유치원,14명,서울특별시 금천구 범안로11길 3,02-893-8632,37.4671638,126.8910112
금천구,일반체육활동사업,유아 만5세,유아체육,화 14:20~15:00,두산초등학교병설유치원,14명,서울특별시 금천구 범안로11길 3,02-893-8632,37.4671638,126.8910112
금천구,일반체육활동사업,유아 만4세,유아체육,"화, 목 13:00~13:40",예람어린이집,10명,서울특별시 금천구 독산로72길 11-16,02-830-5855,37.468492,126.9030774
금천구,일반체육활동사업,유아 만5세,유아체육,"화, 목 12:20~13:00",예람어린이집,10명,서울특별시 금천구 독산로72길 11-16,02-830-5855,37.468492,126.9030774
금천구,일반체육활동사업,초등 6학년,배드민턴,월 14:30~15:10,문교초등학교 체육관,16명,서울특별시 금천구 독산로54길 102,02-896-0144,37.4664219,126.9087003
금천구,일반체육활동사업,초등 5학년,배드민턴,월 13:40~14:20,문교초등학교 체육관,16명,서울특별시 금천구 독산로54길 102,02-896-0144,37.4664219,126.9087003
금천구,일반체육활동사업,유아 만5세,유아체육,금 14:20~15:00,새길어린이집,12명,서울특별시 금천구 시흥대로12길 82,02-807-2460,37.4402757,126.9074449
금천구,일반체육활동사업,유아 만4세,유아체육,금 13:40~14:20,새길어린이집,12명,서울특별시 금천구 시흥대로12길 82,02-807-2460,37.4402757,126.9074449
금천구,일반체육활동사업,유아 만3세,유아체육,금 13:00~13:40,새길어린이집,12명,서울특별시 금천구 시흥대로12길 82,02-807-2460,37.4402757,126.9074449
금천구,일반체육활동사업,유아 만4세,줄넘기,금 11:10~11:50,올고운어린이집,10명,서울특별시 금천구 금하로29길 30,02-809-9970,37.4512828,126.9130938
금천구,일반체육활동사업,유아 만4세,줄넘기,금 10:30~11:10,올고운어린이집,10명,서울특별시 금천구 금하로29길 30,02-809-9970,37.4512828,126.9130938
금천구,일반체육활동사업,초등 1학년,기타체육,목 15:30~16:30,청담종합사회복지관,10명,서울특별시 금천구 금하로29길 36,070-4372-4717,37.4513835,126.9137487
금천구,일반체육활동사업,유아 만4~5세,유아체육,수 13:40~14:20,예본몬테소리어린이집,10명,서울특별시 금천구 독산로22길 94,02-807-2627,37.452979,126.9114015
금천구,일반체육활동사업,유아 만3세,유아체육,수 13:00~13:40,예본몬테소리어린이집,10명,서울특별시 금천구 독산로22길 94,02-807-2627,37.452979,126.9114015
금천구,일반체육활동사업,유아 만5세,줄넘기,화 14:10~14:50,개미어린이집,10명,서울특별시 금천구 독산로54길 251,02-855-2627,37.4730376,126.9058999
금천구,일반체육활동사업,유아 만5세,줄넘기,화 13:30~14:10,개미어린이집,10명,서울특별시 금천구 독산로54길 251,02-855-2627,37.4730376,126.9058999
금천구,일반체육활동사업,유아 만4세~6세,줄넘기와 후라후프,화 10:10~10:50,도담어린이집,10명,서울특별시 금천구 독산로32나길 48,02-891-0080,37.4592134,126.9080271
금천구,일반체육활동사업,유아 만4세~5세,줄넘기와 훌라후프,화 09:30~10:10,도담어린이집,10명,서울특별시 금천구 독산로32나길 48,02-891-0080,37.4592134,126.9080271
